"Part Suitability","Product (WPN)","Datasheet","SPICE Live Model","OPN","Price","Description","Power Conversion","VOUT (min) (V)","VOUT (max) (V)","VINDC/RMS (max) (V)","VINDC/RMS (min) (V)","IOUT (A)","Iq Typ (mA)","fSW Typ (kHz)","Topology","Control Mode","Package Type","Qualification","VCC Min (V)","VCC Max (V)","UVLO (V)","Stand-by Mode","Drive Capability Source","Drive Capability Sink","Latch","Shutdown Pin","Efficiency (%)","Phases","VDO Typ (V)","PSRR (dB)","Noise (µVrms)","Application","Polarity","Output","Enable","PowerGood","Short Circuit Protection","Soft Start","fJitter Typ (%)","RDS(ON) Typ (Ω)","V(BR)DSS Max (V)","IPeak (mA)","HV Start-up Min (V)","DSS (mA)","Over Power Compensation","Brown-out","PFC Mode","Frequency Operation","UVP","Inhibition","Vref Typ (V)","TA Max (°C)","TA Min (°C)","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"83","NCP135","https://www.onsemi.com/download/data-sheet/pdf/NCP135-D.PDF","","NCP135BMT040TBG","0.25","LDO Regulator, 500 mA, Ultra-Low Dropout, Ultra-High PSRR, with Bias Rail, 0.4V Non-Active Discharge","DC/DC","0.4","0.4","5.5","0.4","0.5","0.035","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.053","90","28.7","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"83","NCV317M","https://www.onsemi.com/download/data-sheet/pdf/LM317M-D.PDF","","NCV317MBSTT3G","0.20","Linear Voltage Regulator, 0.5 A, Ultra-High PSRR, V<sub>out</sub>: 4%; T<sub>J</sub> = -40°C to 125°C","DC/DC","","","40","2.8","0.5","0.05","","LDO","","SOT-223-4 / TO-261-4D","Automotive","","","","","","","","","","","2.1","80","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCP1079A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1079BAP130G","1.00","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","130","Offline Regulator","Current Mode","PDIP8 Less Pin 3","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","2.9","700","1050","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"83","NCP1076A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1076ABP100G","0.75","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","100","Offline Regulator","Current Mode","PDIP-7","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","4.8","700","650","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"83","NCV317M","https://www.onsemi.com/download/data-sheet/pdf/LM317M-D.PDF","","NCV317MBDTRKG","0.19","Linear Voltage Regulator, 0.5 A, Ultra-High PSRR, V<sub>out</sub>: 4%; T<sub>J</sub> = -40°C to 125°C","DC/DC","","","40","2.8","0.5","0.05","","LDO","","DPAK-3","Automotive","","","","","","","","","","","2.1","80","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCP1077A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1077BBP100G","0.78","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","100","Offline Regulator","Current Mode","PDIP8 Less Pin 3","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","4.8","700","800","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"83","NCV317M","https://www.onsemi.com/download/data-sheet/pdf/LM317M-D.PDF","","NCV317MABDTRKG","0.21","Linear Voltage Regulator, 0.5 A, Ultra-High PSRR, V<sub>out</sub>: 2%; T<sub>J</sub> = -40°C to 125°C","DC/DC","","","40","2.8","0.5","0.05","","LDO","","DPAK-3","Automotive","","","","","","","","","","","2.1","80","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","LM2594","https://www.onsemi.com/download/data-sheet/pdf/LM2594-D.PDF","","LM2594DADJR2G","1.00","Buck Regulator, Switching, 0.5 A","DC/DC","1.23","1.23","40","4.5","0.5","","150","Step-Down","Voltage Mode","SOIC-8","Standard","","","","","","","","","85","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"83","NCP1076A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1076BBP130G","0.81","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","130","Offline Regulator","Current Mode","PDIP8 Less Pin 3","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","4.8","700","650","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"83","NCV4274C","https://www.onsemi.com/download/data-sheet/pdf/NCV4274C-D.PDF","","NCV4274CDT33RKG","0.59","LDO Regulator, 400 mA, Low Dropout, 3.3V","DC/DC","3.3","3.3","45","4.5","0.4","0.125","","LDO","","DPAK-3","Automotive","","","","","","","","","","","","60","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV4274C","https://www.onsemi.com/download/data-sheet/pdf/NCV4274C-D.PDF","","NCV4274CDT50RKG","0.59","LDO Regulator, 400 mA, Low Dropout, 5.0V","DC/DC","5","5","45","5.5","0.4","0.125","","LDO","","DPAK-3","Automotive","","","","","","","","","","","0.25","60","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCP1077A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1077BBP130G","0.85","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","130","Offline Regulator","Current Mode","PDIP8 Less Pin 3","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","4.8","700","800","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"83","MC78L","https://www.onsemi.com/download/data-sheet/pdf/MC78L00A-D.PDF","","NCV78L24ABPRPG","0.12","Linear Voltage Regulator, 100 mA, 5 to 24 V, Positive, Vout: 24V; Tj = -40C to 125C","DC/DC","24","24","40","25.7","0.1","","","LDO","","TO-92","Automotive","","","","","","","","","","","1.7","","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AMT120TAG","0.22","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 1.2V, Active discharge","DC/DC","1.2","1.2","5.5","1.5","1.2","0.03","","LDO","","WDFN-6","Automotive","","","","","","","","","","","0.325","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AMT180TAG","0.22","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 1.8V, Active discharge","DC/DC","1.8","1.8","5.5","1.5","1.2","0.03","","LDO","","WDFN-6","Automotive","","","","","","","","","","","0.2","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AMT330TAG","0.22","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 3.3V, Active discharge","DC/DC","3.3","3.3","5.5","1.5","1.2","0.03","","LDO","","WDFN-6","Automotive","","","","","","","","","","","0.15","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AMN120TAG","0.25","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 1.2V, Active discharge","DC/DC","1.2","1.2","5.5","1.5","1.2","0.03","","LDO","","DFN-6","Automotive","","","","","","","","","","","0.325","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AMN180TAG","0.25","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 1.8V, Active discharge","DC/DC","1.8","1.8","5.5","1.5","1.2","0.03","","LDO","","DFN-6","Automotive","","","","","","","","","","","0.2","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCP1129","https://www.onsemi.com/download/data-sheet/pdf/NCP1126-D.PDF","","NCP1129AP65G","0.66","High Voltage Switching Regulator for Offline SMPS, 2-Ohm, Latch","AC/DC","","","","","","","65","Offline Regulator","Current Mode","PDIP-8","Standard","","","8.8","true","","","true","","","","","","","","","","","","true","","5","2","650","0","true","0","false","false","","","","","","","","false","false","true","true","Active"
"83","NCP4318","https://www.onsemi.com/download/data-sheet/pdf/NCP4318-D.PDF","","NCP4318AHDDR2G","0.45","Dual Channel Synchronous Rectification Controller_suffix AHD","AC/DC","","","","","","10","","Secondary Side Controller","","SOIC-8","Standard","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","-40","false","false","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AML120TAG","0.38","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 1.2V, Active discharge","DC/DC","1.2","1.2","5.5","1.5","1.2","0.03","","LDO","","DFNW-6","Automotive","","","","","","","","","","","0.325","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"83","NCV8187","https://www.onsemi.com/download/data-sheet/pdf/NCV8187-D.PDF","","NCV8187AML180TAG","0.38","1.2A LDO Regulator, Low Dropout Voltage, Low Noise with Power Good Output, 1.8V, Active discharge","DC/DC","1.8","1.8","5.5","1.5","1.2","0.03","","LDO","","DFNW-6","Automotive","","","","","","","","","","","0.2","75","15","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176BMX100TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Non-Active Discharge, 1.0V","DC/DC","1","1","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","","75","40","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCV97200","https://www.onsemi.com/download/data-sheet/pdf/NCV97200-D.PDF","","NCV97200MW33R2G","2.06","Automotive Multi-Output Power Management IC (PMIC) for Safety Applications","DC/DC","3.3","3.3","40","4.1","0.4","","2000","Step-Down","Current Mode","QFNW-20","Automotive","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCV33063AV","https://www.onsemi.com/download/data-sheet/pdf/MC34063A-D.PDF","","NCV33063AVDR2G","0.56","Buck / Boost / Inverting Converter, Switching Regulator, 1.5 A","DC/DC","40","40","40","3","1.5","","100","Step-Down","Hysteretic","SOIC-8","Automotive","","","","","","","","","87.7","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCP720","https://www.onsemi.com/download/data-sheet/pdf/NCP720-D.PDF","","NCP720BMT120TBG","0.13","LDO Regulator, 350 mA, Ultra-Low Dropout, High PSRR","DC/DC","1.2","1.2","5.5","0.8","0.35","0.08","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.11","70","40","","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP10672","https://www.onsemi.com/download/data-sheet/pdf/NCP10670-D.PDF","","NCP10672BD100R2G","0.48","High-Voltage Switcher for low Power offline SMPS, 100 kHz and 780 mA Ipk in SOIC-7","AC/DC","","","","","","","100","Offline Regulator","Current Mode","SOIC8 MISSING PIN 3","Standard","","","7","true","","","false","","","","","","","","","","","","true","","6","12","700","780","true","8","false","false","","","","","","","","false","false","true","true","Active"
"82","NCP4318","https://www.onsemi.com/download/data-sheet/pdf/NCP4318-D.PDF","","NCP4318ALKDR2G","0.45","Dual Channel Synchronous Rectification Controller_suffix ALK","AC/DC","","","","","","10","","Secondary Side Controller","","SOIC-8","Standard","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","-40","false","false","true","true","Active"
"82","NCP57302","https://www.onsemi.com/download/data-sheet/pdf/NCP57302-D.PDF","","NCV57302DSADJR4G","1.97","LDO Regulator, 3 A, Low Dropout, High PSRR, Fast Trasnient Response","DC/DC","","","18","1.8","3","60","","LDO","","D2PAK-5","Automotive","","","","","","","","","","","0.3","70","","Automotive","Positive","Single","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCP10672","https://www.onsemi.com/download/data-sheet/pdf/NCP10670-D.PDF","","NCP10672BD060R2G","0.48","High-Voltage Switcher for low Power offline SMPS, 60 kHz and 780 mA Ipk in SOIC-7","AC/DC","","","","","","","60","Offline Regulator","Current Mode","SOIC8 MISSING PIN 3","Standard","","","7","true","","","false","","","","","","","","","","","","true","","6","12","700","780","true","8","false","false","","","","","","","","false","false","true","true","Active"
"82","NCP1239","https://www.onsemi.com/download/data-sheet/pdf/NCP1239-D.PDF","","NCP1239ND65R2G","0.34","Fixed Frequency Current Mode Controller for Flyback Converter with HV startup","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","35","8","true","500","500","true","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176AMX120TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Active Discharge, 1.2V","DC/DC","1.2","1.2","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.41","75","48","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176BMX120TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Non-Active Discharge, 1.2V","DC/DC","1.2","1.2","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.41","75","48","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP1076A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1076BAP130G","0.87","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","130","Offline Regulator","Current Mode","PDIP8 Less Pin 3","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","4.8","700","650","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"82","NCP1077A","https://www.onsemi.com/download/data-sheet/pdf/NCP1076A-D.PDF","","NCP1077BAP130G","0.90","Enhanced Off line Switcher for Robust and Highly Efficient Power Supplies","AC/DC","","","","","","","130","Offline Regulator","Current Mode","PDIP8 Less Pin 3","Standard","","","6.5","true","","","false","","","","","","","","","","","","true","","6","4.8","700","800","true","9.2","true","true","","","","","","","","false","false","true","true","Active"
"82","NCP1063","https://www.onsemi.com/download/data-sheet/pdf/NCP1060-D.PDF","","NCP1063AD100R2G","0.49","High-Voltage Switcher for low Power offline SMPS, NCP1063 100kHz in SOIC16","AC/DC","","","","","","","100","Offline Regulator","Current Mode","SOIC-16","Standard","","","7","true","","","false","","","","","","","","","","","","true","","6","11.4","700","650","true","8","true","false","","","","","","","","false","false","true","true","Active"
"82","NCP12400","https://www.onsemi.com/download/data-sheet/pdf/NCP12400-D.PDF","","NCP12400CBBAB0DR2G","0.33","Fixed Frequency Current Mode Controller for Flyback Converters (Integrated HV Startup and X2 Discharge Circuit)","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","28","8.9","true","500","800","false","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176AMX180TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Active Discharge, 1.8V","DC/DC","1.8","1.8","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.2","75","54","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176BMX180TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Non-Active Discharge, 1.8V","DC/DC","1.8","1.8","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.2","75","54","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP1063","https://www.onsemi.com/download/data-sheet/pdf/NCP1060-D.PDF","","NCP1063AP100G","0.58","High-Voltage Switcher for low Power offline SMPS, NCP1063 100kHz in P-DIP7","AC/DC","","","","","","","100","Offline Regulator","Current Mode","PDIP-7","Standard","","","7","true","","","false","","","","","","","","","","","","true","","6","11.4","700","650","true","8","true","false","","","","","","","","false","false","true","true","Active"
"82","NCP1239","https://www.onsemi.com/download/data-sheet/pdf/NCP1239-D.PDF","","NCP1239MD65R2G","0.34","Fixed Frequency Current Mode Controller for Flyback Converter with HV startup","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","35","8","true","500","500","false","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176BMX280TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Non-Active Discharge, 2.8V","DC/DC","2.8","2.8","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.13","75","56","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP1063","https://www.onsemi.com/download/data-sheet/pdf/NCP1060-D.PDF","","NCP1063AD060R2G","0.49","High-Voltage Switcher for low Power offline SMPS, NCV1063 60kHz in SOIC16 (AEC Qual)","AC/DC","","","","","","","60","Offline Regulator","Current Mode","SOIC-16","Standard","","","7","true","","","false","","","","","","","","","","","","true","","6","11.4","700","650","true","8","true","false","","","","","","","","false","false","true","true","Active"
"82","NCP12400","https://www.onsemi.com/download/data-sheet/pdf/NCP12400-D.PDF","","NCP12400EAHBB0DR2G","0.33","Fixed Frequency Current Mode Controller for Flyback Converters (Integrated HV Startup and X2 Discharge Circuit)","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","28","8.9","true","500","800","true","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP705","https://www.onsemi.com/download/data-sheet/pdf/NCP705-D.PDF","","NCP705MT33TCG","0.29","LDO Regulator, 500 mA, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 3.3V, WDFN6","DC/DC","3.3","3.3","5.5","2.5","0.5","0.013","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.23","71","12","","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP103","https://www.onsemi.com/download/data-sheet/pdf/NCP103-D.PDF","","NCP103BMX185TCG","'-","LDO Regulator, 150 mA, High PSRR","DC/DC","1.85","1.85","5.5","1.7","0.15","0.05","","LDO","","UDFN-4","Standard","","","","","","","","","","","0.06","75","60","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP705","https://www.onsemi.com/download/data-sheet/pdf/NCP705-D.PDF","","NCP705MT18TCG","0.32","LDO Regulator, 500 mA, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 1.8V, WDFN6","DC/DC","1.8","1.8","5.5","2.5","0.5","0.013","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.23","71","12","","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP705","https://www.onsemi.com/download/data-sheet/pdf/NCP705-D.PDF","","NCP705MT28TCG","0.32","LDO Regulator, 500 mA, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 2.8V, WDFN6","DC/DC","2.8","2.8","5.5","2.5","0.5","0.013","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.23","71","12","","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP705","https://www.onsemi.com/download/data-sheet/pdf/NCP705-D.PDF","","NCP705MT30TCG","0.32","LDO Regulator, 500 mA, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 3.0V, WDFN6","DC/DC","3","3","5.5","2.5","0.5","0.013","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.23","71","12","","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP1063","https://www.onsemi.com/download/data-sheet/pdf/NCP1060-D.PDF","","NCP1063AP060G","0.58","High-Voltage Switcher for low Power offline SMPS, NCP1063 60kHz in P-DIP7","AC/DC","","","","","","","60","Offline Regulator","Current Mode","PDIP-7","Standard","","","7","true","","","false","","","","","","","","","","","","true","","6","11.4","700","650","true","8","true","false","","","","","","","","false","false","true","true","Active"
"82","NCV4275C","https://www.onsemi.com/download/data-sheet/pdf/NCV4275C-D.PDF","","NCV4275CDT33RKG","0.62","LDO Regulator, 450 mA, Low Dropout","DC/DC","3.3","3.3","45","4.4","0.45","0.15","","LDO","","DPAK-5","Automotive","","","","","","","","","","","0.25","60","","Automotive","Positive","Single","false","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCV4275C","https://www.onsemi.com/download/data-sheet/pdf/NCV4275C-D.PDF","","NCV4275CDT50RKG","0.62","LDO Regulator, 450 mA, Low Dropout","DC/DC","5","5","45","5.5","0.45","0.15","","LDO","","DPAK-5","Automotive","","","","","","","","","","","0.25","60","","Automotive","Positive","Single","false","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCP12400","https://www.onsemi.com/download/data-sheet/pdf/NCP12400-D.PDF","","NCP12400CAHAB0DR2G","0.33","Fixed Frequency Current Mode Controller for Flyback Converters (Integrated HV Startup and X2 Discharge Circuit)","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","28","8.9","true","500","800","true","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP12400","https://www.onsemi.com/download/data-sheet/pdf/NCP12400-D.PDF","","NCP12400CBHAA0DR2G","0.33","Fixed Frequency Current Mode Controller for Flyback Converters (Integrated HV Startup and X2 Discharge Circuit)","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","28","8.9","true","500","800","false","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP81566","https://www.onsemi.com/download/data-sheet/pdf/NCP81566-D.PDF","","NCP81566MNTXG","1.13","8 + 1 Phase Output Controller with SVID Interface for Computer CPU Applications","DC/DC","","","","","","","420","Step-Down","Current/Voltage Mode","QFN-52","Standard","4.75","5.25","","","","","","","","1/2/3/4/5/6/7/8","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP176","https://www.onsemi.com/download/data-sheet/pdf/NCP176-D.PDF","","NCP176AMX330TCG","0.11","LDO Regulator, 500 mA, Ultra-Low Dropout, High PSRR, with Enable, XDFN4-1010, Active Discharge, 3.3V","DC/DC","3.3","3.3","5.5","1.4","0.5","0.06","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.1","75","66","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP4318","https://www.onsemi.com/download/data-sheet/pdf/NCP4318-D.PDF","","NCP4318AHJDR2G","0.45","Dual Channel Synchronous Rectification Controller_suffix AHJ","AC/DC","","","","","","10","","Secondary Side Controller","","SOIC-8","Standard","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","-40","false","false","true","true","Active"
"82","NCV4275C","https://www.onsemi.com/download/data-sheet/pdf/NCV4275C-D.PDF","","NCV4275CDS33R4G","0.85","LDO Regulator, 450 mA, Low Dropout","DC/DC","3.3","3.3","45","4.4","0.45","0.15","","LDO","","D2PAK-5","Automotive","","","","","","","","","","","0.25","60","","Automotive","Positive","Single","false","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCV4275C","https://www.onsemi.com/download/data-sheet/pdf/NCV4275C-D.PDF","","NCV4275CDS50R4G","0.94","LDO Regulator, 450 mA, Low Dropout","DC/DC","5","5","45","5.5","0.45","0.15","","LDO","","D2PAK-5","Automotive","","","","","","","","","","","0.25","60","","Automotive","Positive","Single","false","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCP12510","https://www.onsemi.com/download/data-sheet/pdf/NCP12510-D.PDF","","NCP12510CSN65T1G","0.20","Current-Mode PWM Controller for Off-line Power Supplies, 25.5 V OVP, 65 kHz, Auto-Recovery Operation","AC/DC","","","","","","","65","Flyback","Current Mode","TSOP-6","Standard","","35","8.3","true","300","500","false","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP12400","https://www.onsemi.com/download/data-sheet/pdf/NCP12400-D.PDF","","NCP12400BBBBB2DR2G","0.33","Fixed Frequency Current Mode Controller for Flyback Converters (Integrated HV Startup and X2 Discharge Circuit)","AC/DC","","","","","","","100","Flyback","Current Mode","SOIC-7","Standard","","28","8.9","true","500","800","false","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP1239","https://www.onsemi.com/download/data-sheet/pdf/NCP1239-D.PDF","","NCP1239LD65R2G","0.34","Fixed Frequency Current Mode Controller for Flyback Converter with HV startup","AC/DC","","","","","","","65","Flyback","Current Mode","SOIC-7","Standard","","35","8","true","500","500","true","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCV4274","https://www.onsemi.com/download/data-sheet/pdf/NCV4274-D.PDF","","NCV4274AST33T3G","0.70","Linear Voltage Regulator, 400 mA, 3.3 V, 2%","DC/DC","3.3","3.3","45","-42","0.4","0.145","","LDO","","SOT-223-4 / TO-261-4D","Automotive","","","","","","","","","","","1.2","60","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"82","NCP134","https://www.onsemi.com/download/data-sheet/pdf/NCP134-D.PDF","","NCP134AMX135TCG","0.16","LDO Regulator, 500 mA, Ultra-Low Dropout, with Bias Rail, 1.35V Output Active Discharge","DC/DC","1.35","1.35","5.5","1.35","0.5","0.08","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.14","80","40","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"82","NCP134","https://www.onsemi.com/download/data-sheet/pdf/NCP134-D.PDF","","NCP134AMX180TCG","0.16","LDO Regulator, 500 mA, Ultra-Low Dropout, with Bias Rail, 1.8V Output Active Discharge","DC/DC","1.8","1.8","5.5","1.8","0.5","0.08","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.14","80","40","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
