"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Vi(on) Min (V)","Vi(off) Max (V)","R1 (kΩ)","R2 (kΩ)","IC Continuous (A)","Configuration","Polarity","Package Type","V(BR)CEO Min (V)","hFE Min","R1/R2 Typ","Qualification","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"85","MUN5330DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC113EP-D.PDF","MUN5330DW1T1G","0.03","Complementary Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","3","1","Standard","false","false","true","true","Active"
"85","MUN5230","https://www.onsemi.com/download/data-sheet/pdf/DTC113E-D.PDF","MUN5230T1G","0.03","NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","3","1","Standard","false","false","true","true","Active"
"85","DTC123EM3","https://www.onsemi.com/download/data-sheet/pdf/DTC123E-D.PDF","DTC123EM3T5G","0.03","NPN Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","NPN","SOT-723-3","50","8","1","Standard","false","false","true","true","Active"
"85","MUN5131DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA123ED-D.PDF","MUN5131DW1T1G","0.04","Dual PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","8","1","Standard","false","false","true","true","Active"
"85","MUN5130DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA113ED-D.PDF","MUN5130DW1T1G","0.04","Dual PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","3","1","Standard","false","false","true","true","Active"
"85","MUN5131","https://www.onsemi.com/download/data-sheet/pdf/DTA123E-D.PDF","MUN5131T1G","0.03","PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","8","1","Standard","false","false","true","true","Active"
"85","MUN5331DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123EP-D.PDF","MUN5331DW1T1G","0.04","Complementary Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","8","1","Standard","false","false","true","true","Active"
"85","DTC123EE","https://www.onsemi.com/download/data-sheet/pdf/DTC123E-D.PDF","DTC123EET1G","0.04","NPN Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","NPN","SC-75-3","50","8","1","Standard","false","false","true","true","Active"
"85","DTA123EM3","https://www.onsemi.com/download/data-sheet/pdf/DTA123E-D.PDF","DTA123EM3T5G","0.05","PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","PNP","SOT-723-3","50","8","1","Standard","false","false","true","true","Active"
"85","MUN2240","https://www.onsemi.com/download/data-sheet/pdf/DTC144T-D.PDF","MUN2240T1G","0.03","NPN Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","NPN","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"85","DTA144TM3","https://www.onsemi.com/download/data-sheet/pdf/DTA144T-D.PDF","DTA144TM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","PNP","SOT-723-3","50","120","","Standard","false","false","true","true","Active"
"85","DTC144TM3","https://www.onsemi.com/download/data-sheet/pdf/DTC144T-D.PDF","DTC144TM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","NPN","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"85","NSBA143ZDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA143ZD-D.PDF","NSVBA143ZDXV6T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","PNP","SOT-563","50","80","0.1","Automotive","true","true","true","true","Active"
"85","NSBC143ZDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZD-D.PDF","NSVBC143ZDXV6T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SOT-563","50","80","0.1","Automotive","true","true","true","true","Active"
"85","MMUN2130L","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","NSVMMUN2130LT1G","'-","PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","PNP","SOT-23-3","50","3","1","Automotive","true","true","true","true","Active"
"84","NSBC114YPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114YP-D.PDF","NSVBC114YPDXV6T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.21","Automotive","true","true","true","true","Active"
"84","DTA114YM3","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","NSVDTA114YM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SOT-723-3","50","80","0.213","Automotive","true","true","true","true","Active"
"84","MMUN2114L","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","NSVMMUN2114LT3G","0.03","PNP Bipolar Digital Transistor (BRT), SS SOT23 BR XSTR PNP 50V ","1.4","0.5","10","47","0.1","Single","PNP","SOT-23-3","50","80","0.213","Automotive","true","true","true","true","Active"
"84","MUN5214DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114YD-D.PDF","NSVMUN5214DW1T3G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Automotive","true","true","true","true","Active"
"84","MUN5314DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114YP-D.PDF","NSVMUN5314DW1T3G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Automotive","true","true","true","true","Active"
"84","DTC114YM3","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","NSVDTC114YM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SOT-723-3","50","80","0.213","Automotive","true","true","true","true","Active"
"84","EMF18XV6","https://www.onsemi.com/download/data-sheet/pdf/EMF18XV6T5-D.PDF","EMF18XV6T1G","'-","Complementary Bipolar Digital Transistor (BRT)","0","0","47","47","0.1","Dual NPN BRT & PNP TXR","NPN+PNP","SOT-563","50","80","1","Standard","false","false","true","true","Active"
"84","EMF5XV6","https://www.onsemi.com/download/data-sheet/pdf/EMF5XV6T5-D.PDF","EMF5XV6T1G","'-","Complementary Bipolar Digital Transistor (BRT)","0","0","47","47","0.1","Dual NPN BRT & PNP TXR","NPN+PNP","SOT-563","50","80","1","Standard","false","false","true","true","Active"
"84","EMG2DXV5","https://www.onsemi.com/download/data-sheet/pdf/EMG5DXV5-D.PDF","EMG2DXV5T1G","'-","Dual NPN Bipolar Digital Transistor (BRT)","0","0","47","47","0.1","Dual","NPN","SOT-553","50","80","1","Standard","false","false","true","true","Active"
"84","MUN5114","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","SMUN5114T3G","0.03","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.213","Automotive","true","true","true","true","Active"
"84","NSBA124EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA124ED-D.PDF","NSBA124EDXV6T1G","0.05","50V Dual Bipolar Digital Transistor","2.5","0.8","22","22","0.1","Dual","PNP","SOT-563","50","60","1","Standard","false","false","true","true","Active"
"84","NSBC124EPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","NSBC124EPDP6T5G","0.09","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Complementary","NPN+PNP","SOT-963","50","60","1","Standard","false","false","true","true","Active"
"84","NSBA114YDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA114YD-D.PDF","NSVBA114YDXV6T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","PNP","SOT-563","50","80","0.21","Automotive","true","true","true","true","Active"
"83","NSBC143ZPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","NSVBC143ZPDXV6T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MUN5114DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA114YD-D.PDF","SMUN5114DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Automotive","true","true","true","true","Active"
"83","NSBA124XF3","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","NSBA124XF3T5G","0.04","PNP Bipolar Digital Transitor (BRT)","2","0.5","22","47","0.1","Single","PNP","SOT-1123-3","50","80","0.47","Standard","false","false","true","true","Active"
"83","MUN2114","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","SMUN2114T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-59-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","MUN2214","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","SMUN2214T3G","0.02","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SC-59-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","MUN5311DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","MUN5311DW1T2G","0.02","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5214","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","SMUN5214T1G","0.03","50 V, 100 mA, NPN Bipolar Digital Transistor (BRT), R1 = 10 kΩ, R2 = 47 kΩ","1.4","0.5","10","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","NSBA124EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA124ED-D.PDF","NSBA124EDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","PNP","SOT-963","50","60","1","Standard","false","false","true","true","Active"
"83","NSBC124EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC124ED-D.PDF","NSBC124EDP6T5G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","NPN","SOT-963","50","60","1","Standard","false","false","true","true","Active"
"83","NSBC114EF3","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","NSBC114EF3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SOT-1123-3","50","35","1","Standard","false","false","true","true","Active"
"83","NSBC114EPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","NSBC114EPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SOT-963","50","35","1","Standard","false","false","true","true","Active"
"83","NSBA124EF3","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","NSBA124EF3T5G","0.08","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 22 k, 22 k","2.5","0.8","22","22","0.1","Single","PNP","SOT-1123-3","50","60","1","Standard","false","false","true","true","Active"
"83","NSBC124EF3","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","NSBC124EF3T5G","0.08","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SOT-1123-3","50","60","1","Standard","false","false","true","true","Active"
"83","MUN2214","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","SMUN2214T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SC-59-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","MUN5214DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114YD-D.PDF","SMUN5214DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Automotive","true","true","true","true","Active"
"83","MMUN2111L","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","MMUN2111LT3G","0.01","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SOT-23-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN2211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","MUN2211T3G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-59-3","50","35","1","Standard","false","false","true","true","Active"
"83","MMUN2211L","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","MMUN2211LT3G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SOT-23-3","50","35","1","Standard","false","false","true","true","Active"
"83","MMUN2112L","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","MMUN2112LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","PNP","SOT-23-3","50","60","1","Standard","false","false","true","true","Active"
"83","MMUN2212L","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","MMUN2212LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SOT-23-3","50","60","1","Standard","false","false","true","true","Active"
"83","NSBA114EF3","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","NSBA114EF3T5G","0.07","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 10 k, 10 k","2.5","0.8","10","10","0.1","Single","PNP","SOT-1123-3","50","35","1","Standard","false","false","true","true","Active"
"83","MMUN2211L","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","MMUN2211LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SOT-23-3","50","35","1","Standard","false","false","true","true","Active"
"83","DTC114EE","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","DTC114EET1G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-75-3","50","35","1","Standard","false","false","true","true","Active"
"83","DTA114EE","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","DTA114EET1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SC-75-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN2211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","MUN2211T1G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-59-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5112","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","MUN5112T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","60","1","Standard","false","false","true","true","Active"
"83","MUN5212","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","MUN5212T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","60","1","Standard","false","false","true","true","Active"
"83","MUN5111","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","MUN5111T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN2112","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","MUN2112T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","PNP","SC-59-3","50","60","1","Standard","false","false","true","true","Active"
"83","MUN2111","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","MUN2111T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SC-59-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5212DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124ED-D.PDF","MUN5212DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Standard","false","false","true","true","Active"
"83","MUN5211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","MUN5211T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN2212","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","MUN2212T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-59-3","50","60","1","Standard","false","false","true","true","Active"
"83","DTA124EE","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","DTA124EET1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","PNP","SC-75-3","50","60","1","Standard","false","false","true","true","Active"
"83","NSBA114EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA114ED-D.PDF","NSBA114EDP6T5G","0.08","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","PNP","SOT-963","50","35","1","Standard","false","false","true","true","Active"
"83","NSBC114EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC114ED-D.PDF","NSBC114EDP6T5G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","NPN","SOT-963","50","35","1","Standard","false","false","true","true","Active"
"83","DTC124EE","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","DTC124EET1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-75-3","50","60","1","Standard","false","false","true","true","Active"
"83","MUN5211DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114ED-D.PDF","MUN5211DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5111DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA114ED-D.PDF","MUN5111DW1T1G","0.02","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Standard","false","false","true","true","Active"
"83","MMUN2111L","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","MMUN2111LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SOT-23-3","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5311DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","MUN5311DW1T1G","0.02","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5114","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","SMUN5114T1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","DTA124EM3","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","DTA124EM3T5G","0.03","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","PNP","SOT-723-3","50","60","1","Standard","false","false","true","true","Active"
"83","DTC124EM3","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","DTC124EM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SOT-723-3","50","60","1","Standard","false","false","true","true","Active"
"83","DTA114EM3","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","DTA114EM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SOT-723-3","50","35","1","Standard","false","false","true","true","Active"
"83","NSBC114EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114ED-D.PDF","NSBC114EDXV6T1G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","NPN","SOT-563","50","35","1","Standard","false","false","true","true","Active"
"83","NSBC114EPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","NSBC114EPDXV6T1G","0.05","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SOT-563","50","35","1","Standard","false","false","true","true","Active"
"83","MMUN2114L","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","SMMUN2114LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SOT-23-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","MMUN2214L","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","SMMUN2214LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SOT-23-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","MUN5112DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA124ED-D.PDF","MUN5112DW1T1G","0.04","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Standard","false","false","true","true","Active"
"83","DTC114EM3","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","DTC114EM3T5G","0.05","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SOT-723-3","50","35","1","Standard","false","false","true","true","Active"
"83","DTC114YE","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","SDTC114YET1G","0.04","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SC-75-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","DTA114YE","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","SDTA114YET1G","0.04","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-75-3","50","80","0.213","Automotive","true","true","true","true","Active"
"83","NSBC124EPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","NSBC124EPDXV6T1G","0.08","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Complementary","NPN+PNP","SOT-563","50","60","1","Standard","false","false","true","true","Active"
"83","NSBC114YDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114YD-D.PDF","NSVBC114YDXV6T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","NPN","SOT-563","50","80","0.21","Automotive","true","true","true","true","Active"
"83","NSBC124EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC124ED-D.PDF","NSBC124EDXV6T1G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","NPN","SOT-563","50","60","1","Standard","false","false","true","true","Active"
"83","NSBA114EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA114ED-D.PDF","NSBA114EDXV6T1G","0.08","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","PNP","SOT-563","50","35","1","Standard","false","false","true","true","Active"
"83","MUN5314DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114YP-D.PDF","SMUN5314DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Automotive","true","true","true","true","Active"
"83","NSBA124XDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA124XD-D.PDF","NSBA124XDXV6T1G","0.05","50V Dual PNP Bipolar Digital Transistor","2","0.5","22","47","0.1","Dual","PNP","SOT-563","50","80","0.47","Standard","false","false","true","true","Active"
"83","NSBC124XPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC124XP-D.PDF","NSBC124XPDXV6T1G","0.08","Complemetary Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.468","Standard","false","false","true","true","Active"
"83","MMUN2233L","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","NSVMMUN2233LT3G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SOT-23-3","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MUN5133DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA143ZD-D.PDF","NSVMUN5133DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MUN5233DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZD-D.PDF","NSVMUN5233DW1T3G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MUN5333DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","NSVMUN5333DW1T3G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MMUN2234L","https://www.onsemi.com/download/data-sheet/pdf/DTC124X-D.PDF","MMUN2234LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","NPN","SOT-23-3","50","80","0.468","Standard","false","false","true","true","Active"
"83","MUN5134","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","MUN5134T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.468","Standard","false","false","true","true","Active"
"83","MMUN2134L","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","MMUN2134LT1G","0.02","PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","PNP","SOT-23-3","50","80","0.468","Standard","false","false","true","true","Active"
